formula type family aaltaf/finite aaltaf/finite:result black/semidec black/semidec:result black/finite black/finite:result ltl2sat/default ltl2sat/default:result ltlf2asp/default ltlf2asp/default:result
ours/requests_for_payment_46_128_0.ltlf ours requests_for_payment_46_128_0.ltlf 53.752 SAT 34.555 SAT 208.009 SAT 35.299 SAT 4.378 SAT
ours/international_declarations_197_32_1.ltlf ours international_declarations_197_32_1.ltlf 80.637 SAT 6.693 SAT 19.941 SAT 54.980 SAT 6.338 SAT
ours/bpi_challenge_2012_23_16_0.ltlf ours bpi_challenge_2012_23_16_0.ltlf 0.819 SAT 0.794 SAT 1.828 SAT 8.099 SAT 1.284 SAT
ours/edited_hh104_labour_324_512_3.ltlf ours edited_hh104_labour_324_512_3.ltlf timeout err timeout err 148.057 err err(1) err 83.834 SAT
ours/hsopital_billing_31_64_3.ltlf ours hsopital_billing_31_64_3.ltlf 8.866 SAT 5.709 SAT 24.773 SAT 16.684 SAT 3.161 SAT
ours/edited_hh110_weekends_324_128_4.ltlf ours edited_hh110_weekends_324_128_4.ltlf timeout err 18.671 SAT 184.322 SAT 68.255 SAT 5.817 SAT
ours/edited_hh110_weekends_108_32_2.ltlf ours edited_hh110_weekends_108_32_2.ltlf 22.071 SAT 1.238 SAT 4.602 SAT 11.175 SAT 1.495 SAT
ours/hsopital_billing_46_128_1.ltlf ours hsopital_billing_46_128_1.ltlf 51.622 SAT 30.318 SAT 146.856 SAT 28.285 SAT 4.985 SAT
ours/road_traffic_fine_management_7_256_4.ltlf ours road_traffic_fine_management_7_256_4.ltlf 106.082 SAT 66.746 SAT 183.523 err 27.413 SAT 4.376 SAT
ours/edited_hh110_labour_142_512_2.ltlf ours edited_hh110_labour_142_512_2.ltlf timeout err timeout err 199.795 err 97.507 SAT 48.025 SAT
ours/prepaid_travel_costs_82_128_3.ltlf ours prepaid_travel_costs_82_128_3.ltlf 73.243 SAT 52.085 SAT 107.959 err 91.746 SAT 11.819 SAT
ours/permit_log_64_256_4.ltlf ours permit_log_64_256_4.ltlf timeout err timeout err 127.518 err err(1) err 115.315 SAT
ours/edited_hh102_weekends_74_32_4.ltlf ours edited_hh102_weekends_74_32_4.ltlf 1.072 SAT 1.036 SAT 3.435 SAT 8.667 SAT 1.135 SAT
ours/edited_hh102_labour_97_512_2.ltlf ours edited_hh102_labour_97_512_2.ltlf timeout err timeout err timeout err timeout err 89.998 SAT
ours/prepaid_travel_costs_82_32_2.ltlf ours prepaid_travel_costs_82_32_2.ltlf 8.848 SAT 2.399 SAT 5.729 SAT 25.973 SAT 1.940 SAT
ours/hospital_log_811_64_2.ltlf ours hospital_log_811_64_2.ltlf err(1) err 5.027 err 5.317 err err(1) err timeout err
ours/edited_hh102_weekends_294_256_0.ltlf ours edited_hh102_weekends_294_256_0.ltlf timeout err timeout err 254.872 err err(1) err timeout err
ours/edited_hh104_labour_243_32_3.ltlf ours edited_hh104_labour_243_32_3.ltlf 57.485 SAT 1.374 SAT 5.175 SAT 19.920 SAT 1.101 SAT
ours/bpi_challenge_2013_incidents_11_128_2.ltlf ours bpi_challenge_2013_incidents_11_128_2.ltlf 7.193 SAT 4.233 SAT 55.412 SAT 4.298 SAT 0.925 SAT
ours/road_traffic_fine_management_14_32_0.ltlf ours road_traffic_fine_management_14_32_0.ltlf 0.203 SAT 0.485 SAT 1.537 SAT 3.604 SAT 0.524 SAT
ours/requests_for_payment_16_128_4.ltlf ours requests_for_payment_16_128_4.ltlf 11.458 SAT 17.930 SAT 100.406 SAT 29.838 SAT 3.880 SAT
ours/edited_hh102_labour_386_64_0.ltlf ours edited_hh102_labour_386_64_0.ltlf timeout err 8.461 SAT 60.140 SAT 56.798 SAT 6.667 SAT
ours/international_declarations_197_512_4.ltlf ours international_declarations_197_512_4.ltlf memout err timeout err 153.045 err err(1) err 72.181 SAT
ours/road_traffic_fine_management_14_128_1.ltlf ours road_traffic_fine_management_14_128_1.ltlf 8.424 SAT 7.639 SAT 52.416 SAT 10.842 SAT 1.436 SAT
ours/bpi_challenge_2013_closed_problems_4_128_2.ltlf ours bpi_challenge_2013_closed_problems_4_128_2.ltlf 7.511 SAT 4.421 SAT 39.331 SAT 3.882 SAT 0.719 SAT
ours/bpi_challenge_2013_incidents_14_32_0.ltlf ours bpi_challenge_2013_incidents_14_32_0.ltlf 0.069 SAT 0.161 SAT 0.526 SAT 1.319 SAT 0.305 SAT
ours/edited_hh110_labour_424_64_2.ltlf ours edited_hh110_labour_424_64_2.ltlf timeout err 6.596 SAT 35.237 SAT 63.676 SAT 3.619 SAT
ours/requests_for_payment_46_32_1.ltlf ours requests_for_payment_46_32_1.ltlf 0.691 SAT 0.894 SAT 2.989 SAT 8.551 SAT 1.094 SAT
ours/edited_hh110_weekends_108_16_1.ltlf ours edited_hh110_weekends_108_16_1.ltlf 89.528 SAT 0.439 SAT 0.980 SAT 5.416 SAT 0.682 SAT
ours/edited_hh104_labour_81_32_4.ltlf ours edited_hh104_labour_81_32_4.ltlf 29.594 SAT 1.146 SAT 4.389 SAT 10.187 SAT 1.540 SAT
ours/prepaid_travel_costs_163_256_0.ltlf ours prepaid_travel_costs_163_256_0.ltlf timeout err timeout err 146.971 err 92.512 SAT 28.838 SAT
ours/road_traffic_fine_management_14_128_0.ltlf ours road_traffic_fine_management_14_128_0.ltlf 7.013 SAT 8.403 SAT 65.324 SAT 12.830 SAT 1.461 SAT
ours/road_traffic_fine_management_11_256_2.ltlf ours road_traffic_fine_management_11_256_2.ltlf 119.690 SAT 91.921 SAT 231.416 err 30.634 SAT 7.221 SAT
ours/edited_hh102_labour_193_64_4.ltlf ours edited_hh102_labour_193_64_4.ltlf 111.015 SAT 4.747 SAT 25.998 SAT 40.539 SAT 6.795 SAT
ours/bpi_challenge_2013_closed_problems_7_512_2.ltlf ours bpi_challenge_2013_closed_problems_7_512_2.ltlf timeout err timeout err 185.473 err 47.512 SAT 14.767 SAT
ours/bpi_challenge_2012_12_64_3.ltlf ours bpi_challenge_2012_12_64_3.ltlf 1.750 SAT 7.181 SAT 22.597 SAT 24.684 SAT 2.969 SAT
ours/nasa_cev_complete_splitted_32_128_1.ltlf ours nasa_cev_complete_splitted_32_128_1.ltlf 26.445 SAT timeout err 161.262 err 89.292 SAT 21.808 SAT
ours/international_declarations_131_256_2.ltlf ours international_declarations_131_256_2.ltlf timeout err timeout err 127.269 err err(1) err 35.147 SAT
ours/hospital_log_203_16_2.ltlf ours hospital_log_203_16_2.ltlf err(1) err 5.723 err 5.219 err err(1) err timeout err
ours/edited_hh110_labour_565_32_1.ltlf ours edited_hh110_labour_565_32_1.ltlf timeout err 1.955 SAT 7.552 SAT 69.966 SAT 5.812 SAT
ours/activitylog_uci_detailed_labour_285_256_0.ltlf ours activitylog_uci_detailed_labour_285_256_0.ltlf timeout err 263.333 SAT 222.984 err 76.970 SAT 24.430 SAT
ours/hsopital_billing_61_128_3.ltlf ours hsopital_billing_61_128_3.ltlf 20.237 SAT 30.441 SAT 137.967 SAT 30.510 SAT 5.665 SAT
ours/activitylog_uci_detailed_weekends_234_128_3.ltlf ours activitylog_uci_detailed_weekends_234_128_3.ltlf 153.997 SAT 19.249 SAT 232.446 SAT 56.744 SAT 6.629 SAT
ours/edited_hh102_weekends_147_128_2.ltlf ours edited_hh102_weekends_147_128_2.ltlf 58.758 SAT 24.189 SAT 219.504 SAT 48.678 SAT 5.505 SAT
ours/bpi_challenge_2013_closed_problems_2_32_1.ltlf ours bpi_challenge_2013_closed_problems_2_32_1.ltlf 0.087 SAT 0.179 SAT 0.474 SAT 1.096 SAT 0.305 SAT
ours/prepaid_travel_costs_163_64_1.ltlf ours prepaid_travel_costs_163_64_1.ltlf 244.116 SAT 14.800 SAT 42.719 SAT 61.668 SAT 5.688 SAT
ours/international_declarations_66_32_3.ltlf ours international_declarations_66_32_3.ltlf 12.161 SAT 3.596 SAT 10.378 SAT 36.611 SAT 3.724 SAT
ours/domestic_declarations_46_32_0.ltlf ours domestic_declarations_46_32_0.ltlf 0.439 SAT 0.780 SAT 2.478 SAT 7.333 SAT 0.895 SAT
ours/domestic_declarations_31_16_2.ltlf ours domestic_declarations_31_16_2.ltlf 0.146 SAT 0.266 SAT 0.538 SAT 3.351 SAT 0.477 SAT
ours/hospital_log_406_32_4.ltlf ours hospital_log_406_32_4.ltlf err(1) err 4.829 err 5.108 err err(1) err timeout err
ours/activitylog_uci_detailed_labour_380_512_2.ltlf ours activitylog_uci_detailed_labour_380_512_2.ltlf timeout err timeout err 209.539 err err(1) err 99.833 SAT
ours/activitylog_uci_detailed_labour_190_32_1.ltlf ours activitylog_uci_detailed_labour_190_32_1.ltlf 252.559 SAT 1.145 SAT 4.373 SAT 14.125 SAT 1.429 SAT
ours/road_traffic_fine_management_14_16_1.ltlf ours road_traffic_fine_management_14_16_1.ltlf 0.064 SAT 0.178 SAT 0.284 SAT 2.176 SAT 0.374 SAT
ours/road_traffic_fine_management_14_512_4.ltlf ours road_traffic_fine_management_14_512_4.ltlf timeout err timeout err 215.504 err 73.526 SAT 15.108 SAT
ours/edited_hh110_weekends_324_32_4.ltlf ours edited_hh110_weekends_324_32_4.ltlf 12.021 SAT 1.073 SAT 4.088 SAT 25.185 SAT 1.827 SAT
ours/hsopital_billing_46_64_3.ltlf ours hsopital_billing_46_64_3.ltlf 4.156 SAT 3.589 SAT 16.934 SAT 17.466 SAT 3.717 SAT
ours/edited_hh102_weekends_147_128_0.ltlf ours edited_hh102_weekends_147_128_0.ltlf 75.657 SAT 38.316 SAT 180.090 SAT 41.405 SAT 6.972 SAT
ours/hsopital_billing_31_128_4.ltlf ours hsopital_billing_31_128_4.ltlf 28.039 SAT 28.886 SAT 151.216 SAT 29.192 SAT 4.000 SAT
ours/edited_hh102_labour_290_32_1.ltlf ours edited_hh102_labour_290_32_1.ltlf 250.483 SAT 1.200 SAT 4.913 SAT 22.054 SAT 1.579 SAT
ours/bpi_challenge_2013_incidents_4_32_4.ltlf ours bpi_challenge_2013_incidents_4_32_4.ltlf 0.144 SAT 0.317 SAT 1.017 SAT 1.392 SAT 0.516 SAT
ours/nasa_cev_complete_splitted_32_512_3.ltlf ours nasa_cev_complete_splitted_32_512_3.ltlf memout err timeout err 186.374 err err(1) err 84.981 SAT
ours/road_traffic_fine_management_11_16_4.ltlf ours road_traffic_fine_management_11_16_4.ltlf 0.092 SAT 0.260 SAT 0.634 SAT 3.000 SAT 0.611 SAT
ours/sepsis_115_512_4.ltlf ours sepsis_115_512_4.ltlf timeout err timeout err 180.305 err 84.318 SAT 22.723 SAT
ours/bpi_challenge_2012_23_32_3.ltlf ours bpi_challenge_2012_23_32_3.ltlf 1.291 SAT 1.863 SAT 4.542 SAT 13.579 SAT 1.669 SAT
ours/edited_hh110_labour_424_32_1.ltlf ours edited_hh110_labour_424_32_1.ltlf timeout err 2.247 SAT 8.890 SAT 45.405 SAT 3.375 SAT
ours/activitylog_uci_detailed_labour_380_128_0.ltlf ours activitylog_uci_detailed_labour_380_128_0.ltlf timeout err 37.377 SAT 265.288 err 103.151 SAT 9.365 SAT
ours/bpi_challenge_2013_closed_problems_2_128_3.ltlf ours bpi_challenge_2013_closed_problems_2_128_3.ltlf 6.050 SAT 4.414 SAT 41.780 SAT 3.492 SAT 0.605 SAT
ours/bpi_challenge_2012_34_64_3.ltlf ours bpi_challenge_2012_34_64_3.ltlf 4.045 SAT 7.100 SAT 24.412 SAT 24.205 SAT 3.154 SAT
ours/hospital_log_608_64_3.ltlf ours hospital_log_608_64_3.ltlf err(1) err 4.580 err 5.024 err err(1) err timeout err
ours/requests_for_payment_61_512_0.ltlf ours requests_for_payment_61_512_0.ltlf timeout err timeout err 184.407 err 191.658 SAT 35.389 SAT
ours/permit_log_191_256_4.ltlf ours permit_log_191_256_4.ltlf timeout err timeout err 126.891 err err(1) err 72.202 SAT
ours/nasa_cev_complete_splitted_11_32_3.ltlf ours nasa_cev_complete_splitted_11_32_3.ltlf 4.242 SAT 9.167 SAT 20.683 SAT 81.036 SAT 6.865 SAT
ours/bpi_challenge_2013_incidents_11_64_4.ltlf ours bpi_challenge_2013_incidents_11_64_4.ltlf 0.463 SAT 0.600 SAT 3.785 SAT 2.395 SAT 0.420 SAT
ours/bpi_challenge_2013_incidents_7_16_4.ltlf ours bpi_challenge_2013_incidents_7_16_4.ltlf 0.060 SAT 0.111 SAT 0.141 SAT 0.915 SAT 0.432 SAT
ours/edited_hh102_weekends_74_64_0.ltlf ours edited_hh102_weekends_74_64_0.ltlf 12.528 SAT 4.084 SAT 18.571 SAT 20.262 SAT 2.213 SAT
ours/edited_hh110_weekends_432_64_3.ltlf ours edited_hh110_weekends_432_64_3.ltlf 74.210 SAT 5.126 SAT 36.229 SAT 66.249 SAT 7.819 SAT
ours/activitylog_uci_detailed_weekends_156_32_0.ltlf ours activitylog_uci_detailed_weekends_156_32_0.ltlf 3.515 SAT 0.906 SAT 3.510 SAT 12.766 SAT 1.142 SAT
ours/activitylog_uci_detailed_labour_190_64_0.ltlf ours activitylog_uci_detailed_labour_190_64_0.ltlf 38.614 SAT 4.428 SAT 25.296 SAT 30.375 SAT 2.723 SAT
ours/bpi_challenge_2013_incidents_11_64_3.ltlf ours bpi_challenge_2013_incidents_11_64_3.ltlf 0.458 SAT 0.588 SAT 4.492 SAT 1.886 SAT 0.516 SAT
ours/edited_hh102_labour_290_512_4.ltlf ours edited_hh102_labour_290_512_4.ltlf timeout err timeout err 167.390 err err(1) err 35.439 SAT
ours/edited_hh104_labour_243_64_3.ltlf ours edited_hh104_labour_243_64_3.ltlf timeout err 5.836 SAT 29.141 SAT 47.270 SAT 3.968 SAT
ours/edited_hh104_weekends_432_128_2.ltlf ours edited_hh104_weekends_432_128_2.ltlf timeout err 50.177 SAT 205.910 err 121.282 SAT 11.449 SAT
ours/sepsis_58_128_0.ltlf ours sepsis_58_128_0.ltlf 54.580 SAT 26.427 SAT 192.409 SAT 37.956 SAT 7.451 SAT
ours/edited_hh102_weekends_74_32_0.ltlf ours edited_hh102_weekends_74_32_0.ltlf 5.823 SAT 1.634 SAT 4.703 SAT 11.860 SAT 1.864 SAT
ours/sepsis_115_512_2.ltlf ours sepsis_115_512_2.ltlf timeout err timeout err 201.960 err 110.427 SAT 47.871 SAT
ours/bpi_challenge_2013_incidents_11_16_2.ltlf ours bpi_challenge_2013_incidents_11_16_2.ltlf 0.088 SAT 0.160 SAT 0.201 SAT 1.383 SAT 0.339 SAT
ours/edited_hh104_labour_162_16_4.ltlf ours edited_hh104_labour_162_16_4.ltlf 79.716 SAT 0.527 SAT 2.206 SAT 8.662 SAT 1.014 SAT
ours/sepsis_115_32_4.ltlf ours sepsis_115_32_4.ltlf 1.857 SAT 1.423 SAT 4.838 SAT 17.150 SAT 1.824 SAT
ours/prepaid_travel_costs_41_256_0.ltlf ours prepaid_travel_costs_41_256_0.ltlf timeout err timeout err 136.594 err 90.136 SAT 42.139 SAT
ours/edited_hh110_weekends_216_512_3.ltlf ours edited_hh110_weekends_216_512_3.ltlf timeout err timeout err 239.015 err 95.857 SAT 48.081 SAT
ours/bpi_challenge_2012_23_32_1.ltlf ours bpi_challenge_2012_23_32_1.ltlf 1.357 SAT 2.803 SAT 6.940 SAT 18.149 SAT 2.552 SAT
ours/edited_hh104_labour_162_16_0.ltlf ours edited_hh104_labour_162_16_0.ltlf 56.198 SAT 0.579 SAT 1.158 SAT 8.098 SAT 1.092 SAT
ours/edited_hh104_weekends_216_128_3.ltlf ours edited_hh104_weekends_216_128_3.ltlf timeout err 26.712 SAT 162.506 err 68.846 SAT 13.111 SAT
ours/bpi_challenge_2013_incidents_4_64_3.ltlf ours bpi_challenge_2013_incidents_4_64_3.ltlf 0.527 SAT 0.819 SAT 5.158 SAT 2.377 SAT 0.431 SAT
ours/bpi_challenge_2013_incidents_11_256_0.ltlf ours bpi_challenge_2013_incidents_11_256_0.ltlf 134.527 SAT 55.182 SAT 293.802 err 11.421 SAT 3.488 SAT
ours/activitylog_uci_detailed_weekends_312_256_3.ltlf ours activitylog_uci_detailed_weekends_312_256_3.ltlf timeout err 173.042 SAT 226.586 err 56.354 SAT 20.888 SAT
ours/hsopital_billing_16_32_2.ltlf ours hsopital_billing_16_32_2.ltlf 0.275 SAT 1.117 SAT 3.744 SAT 7.442 SAT 1.259 SAT
ours/edited_hh110_weekends_324_16_1.ltlf ours edited_hh110_weekends_324_16_1.ltlf 51.180 SAT 0.504 SAT 1.100 SAT 10.060 SAT 1.525 SAT
ours/hospital_log_608_128_0.ltlf ours hospital_log_608_128_0.ltlf err(1) err 5.363 err 5.517 err err(1) err timeout err
ours/requests_for_payment_61_32_3.ltlf ours requests_for_payment_61_32_3.ltlf 1.473 SAT 1.323 SAT 3.879 SAT 10.255 SAT 1.496 SAT
ours/requests_for_payment_31_128_4.ltlf ours requests_for_payment_31_128_4.ltlf 37.544 SAT 25.535 SAT 133.255 SAT 30.906 SAT 6.337 SAT
ours/permit_log_64_16_1.ltlf ours permit_log_64_16_1.ltlf 51.289 SAT 4.548 SAT 10.291 SAT 65.871 SAT 5.692 SAT
ours/bpi_challenge_2012_45_64_4.ltlf ours bpi_challenge_2012_45_64_4.ltlf 3.260 SAT 7.797 SAT 37.454 SAT 33.635 SAT 3.026 SAT
ours/edited_hh104_weekends_108_512_4.ltlf ours edited_hh104_weekends_108_512_4.ltlf timeout err timeout err 179.540 err 93.667 SAT 58.884 SAT
ours/edited_hh102_labour_97_32_1.ltlf ours edited_hh102_labour_97_32_1.ltlf 73.918 SAT 1.142 SAT 3.813 SAT 10.596 SAT 1.110 SAT
ours/bpi_challenge_2013_incidents_7_128_0.ltlf ours bpi_challenge_2013_incidents_7_128_0.ltlf 8.189 SAT 5.358 SAT 47.665 SAT 3.469 SAT 1.011 SAT
ours/edited_hh104_weekends_432_64_0.ltlf ours edited_hh104_weekends_432_64_0.ltlf timeout err 5.793 SAT 37.187 SAT 86.435 SAT 5.874 SAT
ours/activitylog_uci_detailed_labour_285_64_2.ltlf ours activitylog_uci_detailed_labour_285_64_2.ltlf 234.720 SAT 4.137 SAT 24.329 SAT 37.390 SAT 2.944 SAT
ours/edited_hh102_weekends_74_32_2.ltlf ours edited_hh102_weekends_74_32_2.ltlf 5.095 SAT 0.938 SAT 2.671 SAT 10.250 SAT 1.001 SAT
ours/nasa_cev_complete_splitted_21_128_4.ltlf ours nasa_cev_complete_splitted_21_128_4.ltlf 18.070 SAT timeout err 140.813 err 94.373 SAT 19.956 SAT
ours/hospital_log_811_64_0.ltlf ours hospital_log_811_64_0.ltlf err(1) err 5.041 err 5.601 err err(1) err timeout err
ours/permit_log_64_256_1.ltlf ours permit_log_64_256_1.ltlf timeout err timeout err 152.608 err err(1) err 57.194 SAT
ours/activitylog_uci_detailed_labour_380_128_2.ltlf ours activitylog_uci_detailed_labour_380_128_2.ltlf 266.414 SAT 31.524 SAT 225.941 err 98.932 SAT 10.348 SAT
ours/edited_hh104_labour_243_64_0.ltlf ours edited_hh104_labour_243_64_0.ltlf 67.549 SAT 5.682 SAT 26.567 SAT 34.422 SAT 2.689 SAT
ours/nasa_cev_complete_splitted_21_64_1.ltlf ours nasa_cev_complete_splitted_21_64_1.ltlf 9.503 SAT 57.766 SAT 89.654 err 173.501 SAT 16.764 SAT
ours/prepaid_travel_costs_163_512_0.ltlf ours prepaid_travel_costs_163_512_0.ltlf timeout err timeout err 120.500 err err(1) err 60.997 SAT
ours/bpi_challenge_2013_incidents_4_16_3.ltlf ours bpi_challenge_2013_incidents_4_16_3.ltlf 0.040 SAT 0.097 SAT 0.126 SAT 0.762 SAT 0.286 SAT
ours/bpi_challenge_2012_45_32_4.ltlf ours bpi_challenge_2012_45_32_4.ltlf 0.772 SAT 1.714 SAT 4.157 SAT 13.690 SAT 1.452 SAT
ours/activitylog_uci_detailed_labour_380_128_4.ltlf ours activitylog_uci_detailed_labour_380_128_4.ltlf timeout err 26.485 SAT 219.409 err 105.160 SAT 13.956 SAT
ours/activitylog_uci_detailed_labour_190_256_3.ltlf ours activitylog_uci_detailed_labour_190_256_3.ltlf timeout err 226.588 SAT 226.764 err 142.421 SAT 17.592 SAT
ours/bpi_challenge_2013_incidents_11_32_3.ltlf ours bpi_challenge_2013_incidents_11_32_3.ltlf 0.119 SAT 0.206 SAT 0.650 SAT 1.366 SAT 0.537 SAT
ours/road_traffic_fine_management_14_32_4.ltlf ours road_traffic_fine_management_14_32_4.ltlf 0.126 SAT 0.372 SAT 1.247 SAT 3.399 SAT 0.634 SAT
ours/sepsis_172_512_0.ltlf ours sepsis_172_512_0.ltlf timeout err timeout err timeout err 93.079 SAT 69.555 SAT
ours/edited_hh110_labour_283_16_0.ltlf ours edited_hh110_labour_283_16_0.ltlf timeout err 0.737 SAT 1.607 SAT 10.190 SAT 1.028 SAT
ours/hsopital_billing_16_16_1.ltlf ours hsopital_billing_16_16_1.ltlf 0.210 SAT 0.358 SAT 0.600 SAT 4.756 SAT 0.572 SAT
ours/nasa_cev_complete_splitted_11_64_3.ltlf ours nasa_cev_complete_splitted_11_64_3.ltlf 5.247 SAT 73.775 SAT 136.420 err 135.285 SAT 11.202 SAT
ours/nasa_cev_complete_splitted_32_32_2.ltlf ours nasa_cev_complete_splitted_32_32_2.ltlf 3.739 SAT 12.585 SAT 33.307 SAT 98.108 SAT 10.407 SAT
ours/hsopital_billing_31_256_3.ltlf ours hsopital_billing_31_256_3.ltlf timeout err 252.208 SAT 269.841 err 64.658 SAT 8.001 SAT
ours/bpi_challenge_2013_incidents_7_256_3.ltlf ours bpi_challenge_2013_incidents_7_256_3.ltlf 154.859 SAT 47.391 SAT 280.946 err 10.291 SAT 2.164 SAT
ours/bpi_challenge_2013_incidents_11_16_4.ltlf ours bpi_challenge_2013_incidents_11_16_4.ltlf 0.071 SAT 0.101 SAT 0.176 SAT 1.220 SAT 0.300 SAT
ours/bpi_challenge_2012_23_64_0.ltlf ours bpi_challenge_2012_23_64_0.ltlf 3.916 SAT 7.022 SAT 32.806 SAT 29.911 SAT 4.904 SAT
ours/edited_hh110_labour_142_64_4.ltlf ours edited_hh110_labour_142_64_4.ltlf timeout err 4.660 SAT 25.706 SAT 23.107 SAT 2.266 SAT
ours/requests_for_payment_61_256_3.ltlf ours requests_for_payment_61_256_3.ltlf timeout err 261.939 SAT 182.928 err 84.340 SAT 11.379 SAT
ours/permit_log_127_512_3.ltlf ours permit_log_127_512_3.ltlf memout err timeout err 158.972 err err(1) err 129.215 SAT
ours/edited_hh110_weekends_432_16_1.ltlf ours edited_hh110_weekends_432_16_1.ltlf 15.292 SAT 0.541 SAT 1.584 SAT 13.556 SAT 1.283 SAT
ours/bpi_challenge_2013_closed_problems_7_64_4.ltlf ours bpi_challenge_2013_closed_problems_7_64_4.ltlf 0.514 SAT 0.642 SAT 4.283 SAT 2.349 SAT 0.438 SAT
ours/prepaid_travel_costs_122_64_0.ltlf ours prepaid_travel_costs_122_64_0.ltlf 167.403 SAT 10.120 SAT 39.281 SAT 46.166 SAT 6.521 SAT
ours/edited_hh102_weekends_74_512_0.ltlf ours edited_hh102_weekends_74_512_0.ltlf timeout err timeout err 154.513 err timeout err timeout err
