formula type family aaltaf/finite aaltaf/finite:result black/semidec black/semidec:result black/finite black/finite:result ltl2sat/default ltl2sat/default:result ltlf2asp/default ltlf2asp/default:result
declare-patterns/ChainPrecedence/N470.pltl declare-patterns ChainPrecedence 0.069 SAT 0.020 SAT 0.020 SAT 0.084 SAT 0.096 SAT
declare-patterns/ChainPrecedence/N880.pltl declare-patterns ChainPrecedence 0.223 SAT 0.022 SAT 0.022 SAT 0.106 SAT 0.109 SAT
declare-patterns/ChainPrecedence/N780.pltl declare-patterns ChainPrecedence 0.176 SAT 0.022 SAT 0.021 SAT 0.092 SAT 0.106 SAT
declare-patterns/ChainPrecedence/N40.pltl declare-patterns ChainPrecedence 0.005 SAT 0.020 SAT 0.020 SAT 0.079 SAT 0.084 SAT
declare-patterns/ChainPrecedence/N750.pltl declare-patterns ChainPrecedence 0.163 SAT 0.022 SAT 0.020 SAT 0.090 SAT 0.105 SAT
declare-patterns/ChainPrecedence/N150.pltl declare-patterns ChainPrecedence 0.012 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.088 SAT
declare-patterns/ChainPrecedence/N970.pltl declare-patterns ChainPrecedence 0.268 SAT 0.023 SAT 0.022 SAT 0.108 SAT 0.111 SAT
declare-patterns/ChainPrecedence/N550.pltl declare-patterns ChainPrecedence 0.092 SAT 0.020 SAT 0.020 SAT 0.092 SAT 0.098 SAT
declare-patterns/ChainPrecedence/N50.pltl declare-patterns ChainPrecedence 0.006 SAT 0.020 SAT 0.020 SAT 0.080 SAT 0.084 SAT
declare-patterns/ChainPrecedence/N1000.pltl declare-patterns ChainPrecedence 0.287 SAT 0.022 SAT 0.023 SAT 0.107 SAT 0.112 SAT
declare-patterns/ChainPrecedence/N110.pltl declare-patterns ChainPrecedence 0.009 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.086 SAT
declare-patterns/ChainPrecedence/N580.pltl declare-patterns ChainPrecedence 0.103 SAT 0.020 SAT 0.021 SAT 0.095 SAT 0.099 SAT
declare-patterns/ChainPrecedence/N450.pltl declare-patterns ChainPrecedence 0.064 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.095 SAT
declare-patterns/ChainPrecedence/N180.pltl declare-patterns ChainPrecedence 0.016 SAT 0.020 SAT 0.020 SAT 0.081 SAT 0.087 SAT
declare-patterns/ChainPrecedence/N320.pltl declare-patterns ChainPrecedence 0.035 SAT 0.020 SAT 0.020 SAT 0.080 SAT 0.093 SAT
declare-patterns/ChainPrecedence/N90.pltl declare-patterns ChainPrecedence 0.008 SAT 0.020 SAT 0.020 SAT 0.077 SAT 0.086 SAT
declare-patterns/ChainPrecedence/N390.pltl declare-patterns ChainPrecedence 0.050 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.094 SAT
declare-patterns/ChainPrecedence/N860.pltl declare-patterns ChainPrecedence 0.215 SAT 0.022 SAT 0.022 SAT 0.103 SAT 0.108 SAT
declare-patterns/ChainPrecedence/N70.pltl declare-patterns ChainPrecedence 0.007 SAT 0.020 SAT 0.020 SAT 0.077 SAT 0.085 SAT
declare-patterns/ChainPrecedence/N900.pltl declare-patterns ChainPrecedence 0.233 SAT 0.022 SAT 0.022 SAT 0.106 SAT 0.110 SAT
declare-patterns/ChainPrecedence/N350.pltl declare-patterns ChainPrecedence 0.041 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.093 SAT
declare-patterns/ChainPrecedence/N890.pltl declare-patterns ChainPrecedence 0.228 SAT 0.022 SAT 0.022 SAT 0.105 SAT 0.110 SAT
declare-patterns/ChainPrecedence/N940.pltl declare-patterns ChainPrecedence 0.254 SAT 0.023 SAT 0.022 SAT 0.106 SAT 0.111 SAT
declare-patterns/ChainPrecedence/N670.pltl declare-patterns ChainPrecedence 0.134 SAT 0.021 SAT 0.021 SAT 0.092 SAT 0.103 SAT
declare-patterns/ChainPrecedence/N990.pltl declare-patterns ChainPrecedence 0.283 SAT 0.023 SAT 0.023 SAT 0.108 SAT 0.112 SAT
declare-patterns/ChainPrecedence/N10.pltl declare-patterns ChainPrecedence 0.005 SAT 0.020 SAT 0.020 SAT 0.075 SAT 0.083 SAT
declare-patterns/ChainPrecedence/N480.pltl declare-patterns ChainPrecedence 0.072 SAT 0.020 SAT 0.020 SAT 0.085 SAT 0.097 SAT
declare-patterns/ChainPrecedence/N980.pltl declare-patterns ChainPrecedence 0.273 SAT 0.023 SAT 0.023 SAT 0.109 SAT 0.111 SAT
declare-patterns/ChainPrecedence/N590.pltl declare-patterns ChainPrecedence 0.105 SAT 0.021 SAT 0.021 SAT 0.094 SAT 0.100 SAT
declare-patterns/ChainPrecedence/N680.pltl declare-patterns ChainPrecedence 0.138 SAT 0.022 SAT 0.022 SAT 0.089 SAT 0.102 SAT
declare-patterns/ChainPrecedence/N380.pltl declare-patterns ChainPrecedence 0.048 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.093 SAT
declare-patterns/ChainPrecedence/N80.pltl declare-patterns ChainPrecedence 0.007 SAT 0.020 SAT 0.020 SAT 0.078 SAT 0.086 SAT
declare-patterns/ChainPrecedence/N530.pltl declare-patterns ChainPrecedence 0.086 SAT 0.020 SAT 0.020 SAT 0.090 SAT 0.098 SAT
declare-patterns/ChainPrecedence/N190.pltl declare-patterns ChainPrecedence 0.016 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.088 SAT
declare-patterns/ChainPrecedence/N760.pltl declare-patterns ChainPrecedence 0.168 SAT 0.022 SAT 0.022 SAT 0.095 SAT 0.106 SAT
declare-patterns/ChainPrecedence/N920.pltl declare-patterns ChainPrecedence 0.238 SAT 0.023 SAT 0.023 SAT 0.108 SAT 0.110 SAT
declare-patterns/ChainPrecedence/N490.pltl declare-patterns ChainPrecedence 0.075 SAT 0.021 SAT 0.020 SAT 0.084 SAT 0.096 SAT
declare-patterns/ChainPrecedence/N280.pltl declare-patterns ChainPrecedence 0.029 SAT 0.020 SAT 0.020 SAT 0.081 SAT 0.090 SAT
declare-patterns/ChainPrecedence/N270.pltl declare-patterns ChainPrecedence 0.028 SAT 0.021 SAT 0.020 SAT 0.077 SAT 0.090 SAT
declare-patterns/ChainPrecedence/N120.pltl declare-patterns ChainPrecedence 0.009 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.087 SAT
declare-patterns/ChainPrecedence/N700.pltl declare-patterns ChainPrecedence 0.144 SAT 0.020 SAT 0.020 SAT 0.091 SAT 0.105 SAT
declare-patterns/ChainPrecedence/N520.pltl declare-patterns ChainPrecedence 0.084 SAT 0.020 SAT 0.020 SAT 0.088 SAT 0.098 SAT
declare-patterns/ChainPrecedence/N810.pltl declare-patterns ChainPrecedence 0.192 SAT 0.022 SAT 0.022 SAT 0.101 SAT 0.106 SAT
declare-patterns/ChainPrecedence/N460.pltl declare-patterns ChainPrecedence 0.065 SAT 0.020 SAT 0.021 SAT 0.082 SAT 0.097 SAT
declare-patterns/ChainPrecedence/N560.pltl declare-patterns ChainPrecedence 0.096 SAT 0.020 SAT 0.021 SAT 0.092 SAT 0.099 SAT
declare-patterns/ChainPrecedence/N170.pltl declare-patterns ChainPrecedence 0.014 SAT 0.020 SAT 0.020 SAT 0.085 SAT 0.087 SAT
declare-patterns/ChainPrecedence/N100.pltl declare-patterns ChainPrecedence 0.008 SAT 0.020 SAT 0.020 SAT 0.085 SAT 0.086 SAT
declare-patterns/ChainPrecedence/N290.pltl declare-patterns ChainPrecedence 0.031 SAT 0.021 SAT 0.021 SAT 0.082 SAT 0.091 SAT
declare-patterns/ChainPrecedence/N340.pltl declare-patterns ChainPrecedence 0.039 SAT 0.020 SAT 0.020 SAT 0.084 SAT 0.093 SAT
declare-patterns/ChainPrecedence/N790.pltl declare-patterns ChainPrecedence 0.187 SAT 0.022 SAT 0.021 SAT 0.095 SAT 0.105 SAT
declare-patterns/ChainPrecedence/N510.pltl declare-patterns ChainPrecedence 0.081 SAT 0.020 SAT 0.020 SAT 0.091 SAT 0.097 SAT
declare-patterns/ChainPrecedence/N260.pltl declare-patterns ChainPrecedence 0.026 SAT 0.021 SAT 0.021 SAT 0.079 SAT 0.090 SAT
declare-patterns/ChainPrecedence/N930.pltl declare-patterns ChainPrecedence 0.246 SAT 0.022 SAT 0.023 SAT 0.103 SAT 0.111 SAT
declare-patterns/ChainPrecedence/N730.pltl declare-patterns ChainPrecedence 0.159 SAT 0.021 SAT 0.022 SAT 0.094 SAT 0.104 SAT
declare-patterns/ChainPrecedence/N720.pltl declare-patterns ChainPrecedence 0.156 SAT 0.021 SAT 0.022 SAT 0.096 SAT 0.104 SAT
declare-patterns/ChainPrecedence/N250.pltl declare-patterns ChainPrecedence 0.024 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.090 SAT
declare-patterns/ChainPrecedence/N500.pltl declare-patterns ChainPrecedence 0.077 SAT 0.020 SAT 0.020 SAT 0.085 SAT 0.097 SAT
declare-patterns/ChainPrecedence/N420.pltl declare-patterns ChainPrecedence 0.057 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.094 SAT
declare-patterns/ChainPrecedence/N30.pltl declare-patterns ChainPrecedence 0.006 SAT 0.020 SAT 0.020 SAT 0.079 SAT 0.083 SAT
declare-patterns/ChainPrecedence/N960.pltl declare-patterns ChainPrecedence 0.266 SAT 0.023 SAT 0.023 SAT 0.107 SAT 0.111 SAT
declare-patterns/ChainPrecedence/N820.pltl declare-patterns ChainPrecedence 0.197 SAT 0.021 SAT 0.022 SAT 0.104 SAT 0.106 SAT
declare-patterns/ChainPrecedence/N950.pltl declare-patterns ChainPrecedence 0.262 SAT 0.022 SAT 0.023 SAT 0.113 SAT 0.110 SAT
declare-patterns/ChainPrecedence/N140.pltl declare-patterns ChainPrecedence 0.011 SAT 0.020 SAT 0.019 SAT 0.082 SAT 0.087 SAT
declare-patterns/ChainPrecedence/N850.pltl declare-patterns ChainPrecedence 0.211 SAT 0.022 SAT 0.022 SAT 0.104 SAT 0.108 SAT
declare-patterns/ChainPrecedence/N130.pltl declare-patterns ChainPrecedence 0.010 SAT 0.020 SAT 0.020 SAT 0.084 SAT 0.087 SAT
declare-patterns/ChainPrecedence/N690.pltl declare-patterns ChainPrecedence 0.139 SAT 0.022 SAT 0.021 SAT 0.093 SAT 0.103 SAT
declare-patterns/ChainPrecedence/N200.pltl declare-patterns ChainPrecedence 0.018 SAT 0.020 SAT 0.020 SAT 0.079 SAT 0.089 SAT
declare-patterns/ChainPrecedence/N620.pltl declare-patterns ChainPrecedence 0.114 SAT 0.021 SAT 0.021 SAT 0.091 SAT 0.101 SAT
declare-patterns/ChainPrecedence/N840.pltl declare-patterns ChainPrecedence 0.202 SAT 0.022 SAT 0.022 SAT 0.105 SAT 0.107 SAT
declare-patterns/ChainResponse/N160.pltl declare-patterns ChainResponse 0.013 SAT 0.020 SAT 0.020 SAT 0.085 SAT 0.087 SAT
declare-patterns/ChainResponse/N330.pltl declare-patterns ChainResponse 0.036 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.092 SAT
declare-patterns/ChainResponse/N370.pltl declare-patterns ChainResponse 0.044 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.095 SAT
declare-patterns/ChainResponse/N830.pltl declare-patterns ChainResponse 0.190 SAT 0.020 SAT 0.020 SAT 0.107 SAT 0.107 SAT
declare-patterns/ChainResponse/N870.pltl declare-patterns ChainResponse 0.208 SAT 0.020 SAT 0.020 SAT 0.107 SAT 0.107 SAT
declare-patterns/ChainResponse/N60.pltl declare-patterns ChainResponse 0.006 SAT 0.020 SAT 0.020 SAT 0.081 SAT 0.084 SAT
declare-patterns/ChainResponse/N210.pltl declare-patterns ChainResponse 0.018 SAT 0.020 SAT 0.020 SAT 0.078 SAT 0.089 SAT
declare-patterns/ChainResponse/N600.pltl declare-patterns ChainResponse 0.103 SAT 0.020 SAT 0.020 SAT 0.093 SAT 0.099 SAT
declare-patterns/ChainResponse/N710.pltl declare-patterns ChainResponse 0.142 SAT 0.021 SAT 0.020 SAT 0.095 SAT 0.103 SAT
declare-patterns/ChainResponse/N300.pltl declare-patterns ChainResponse 0.032 SAT 0.021 SAT 0.020 SAT 0.083 SAT 0.091 SAT
declare-patterns/ChainResponse/N400.pltl declare-patterns ChainResponse 0.050 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.094 SAT
declare-patterns/ChainResponse/N910.pltl declare-patterns ChainResponse 0.227 SAT 0.020 SAT 0.020 SAT 0.106 SAT 0.109 SAT
declare-patterns/ChainResponse/N660.pltl declare-patterns ChainResponse 0.124 SAT 0.020 SAT 0.020 SAT 0.093 SAT 0.102 SAT
declare-patterns/ChainResponse/N570.pltl declare-patterns ChainResponse 0.097 SAT 0.019 SAT 0.021 SAT 0.091 SAT 0.098 SAT
declare-patterns/ChainResponse/N440.pltl declare-patterns ChainResponse 0.060 SAT 0.021 SAT 0.021 SAT 0.084 SAT 0.095 SAT
declare-patterns/ChainResponse/N220.pltl declare-patterns ChainResponse 0.020 SAT 0.021 SAT 0.020 SAT 0.080 SAT 0.090 SAT
declare-patterns/ChainResponse/N430.pltl declare-patterns ChainResponse 0.057 SAT 0.020 SAT 0.020 SAT 0.088 SAT 0.096 SAT
declare-patterns/ChainResponse/N800.pltl declare-patterns ChainResponse 0.177 SAT 0.020 SAT 0.021 SAT 0.101 SAT 0.106 SAT
declare-patterns/ChainResponse/N360.pltl declare-patterns ChainResponse 0.041 SAT 0.020 SAT 0.021 SAT 0.084 SAT 0.092 SAT
declare-patterns/ChainResponse/N640.pltl declare-patterns ChainResponse 0.117 SAT 0.020 SAT 0.020 SAT 0.089 SAT 0.102 SAT
declare-patterns/ChainResponse/N20.pltl declare-patterns ChainResponse 0.005 SAT 0.020 SAT 0.019 SAT 0.077 SAT 0.084 SAT
declare-patterns/ChainResponse/N740.pltl declare-patterns ChainResponse 0.154 SAT 0.020 SAT 0.020 SAT 0.092 SAT 0.106 SAT
declare-patterns/ChainResponse/N310.pltl declare-patterns ChainResponse 0.032 SAT 0.021 SAT 0.020 SAT 0.080 SAT 0.091 SAT
declare-patterns/ChainResponse/N610.pltl declare-patterns ChainResponse 0.105 SAT 0.020 SAT 0.019 SAT 0.092 SAT 0.101 SAT
declare-patterns/ChainResponse/N240.pltl declare-patterns ChainResponse 0.022 SAT 0.020 SAT 0.020 SAT 0.081 SAT 0.090 SAT
declare-patterns/ChainResponse/N230.pltl declare-patterns ChainResponse 0.020 SAT 0.020 SAT 0.020 SAT 0.080 SAT 0.089 SAT
declare-patterns/ChainResponse/N770.pltl declare-patterns ChainResponse 0.163 SAT 0.020 SAT 0.020 SAT 0.093 SAT 0.107 SAT
declare-patterns/ChainResponse/N410.pltl declare-patterns ChainResponse 0.052 SAT 0.021 SAT 0.020 SAT 0.084 SAT 0.095 SAT
declare-patterns/ChainResponse/N650.pltl declare-patterns ChainResponse 0.120 SAT 0.020 SAT 0.020 SAT 0.092 SAT 0.101 SAT
declare-patterns/ChainResponse/N630.pltl declare-patterns ChainResponse 0.115 SAT 0.020 SAT 0.021 SAT 0.095 SAT 0.101 SAT
declare-patterns/ChainResponse/N540.pltl declare-patterns ChainResponse 0.085 SAT 0.020 SAT 0.021 SAT 0.087 SAT 0.100 SAT
declare-patterns/ChainResponse/N470.pltl declare-patterns ChainResponse 0.065 SAT 0.020 SAT 0.020 SAT 0.084 SAT 0.097 SAT
declare-patterns/ChainResponse/N880.pltl declare-patterns ChainResponse 0.212 SAT 0.020 SAT 0.020 SAT 0.106 SAT 0.108 SAT
declare-patterns/ChainResponse/N780.pltl declare-patterns ChainResponse 0.173 SAT 0.020 SAT 0.020 SAT 0.097 SAT 0.105 SAT
declare-patterns/ChainResponse/N40.pltl declare-patterns ChainResponse 0.006 SAT 0.020 SAT 0.020 SAT 0.077 SAT 0.083 SAT
declare-patterns/ChainResponse/N750.pltl declare-patterns ChainResponse 0.155 SAT 0.020 SAT 0.020 SAT 0.096 SAT 0.105 SAT
declare-patterns/ChainResponse/N150.pltl declare-patterns ChainResponse 0.012 SAT 0.019 SAT 0.020 SAT 0.082 SAT 0.087 SAT
declare-patterns/ChainResponse/N970.pltl declare-patterns ChainResponse 0.252 SAT 0.020 SAT 0.020 SAT 0.109 SAT 0.110 SAT
declare-patterns/ChainResponse/N550.pltl declare-patterns ChainResponse 0.088 SAT 0.020 SAT 0.020 SAT 0.094 SAT 0.099 SAT
declare-patterns/ChainResponse/N50.pltl declare-patterns ChainResponse 0.006 SAT 0.020 SAT 0.020 SAT 0.078 SAT 0.085 SAT
declare-patterns/ChainResponse/N1000.pltl declare-patterns ChainResponse 0.264 SAT 0.020 SAT 0.020 SAT 0.110 SAT 0.112 SAT
declare-patterns/ChainResponse/N110.pltl declare-patterns ChainResponse 0.008 SAT 0.020 SAT 0.020 SAT 0.085 SAT 0.086 SAT
declare-patterns/ChainResponse/N580.pltl declare-patterns ChainResponse 0.096 SAT 0.020 SAT 0.020 SAT 0.091 SAT 0.100 SAT
declare-patterns/ChainResponse/N450.pltl declare-patterns ChainResponse 0.061 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.096 SAT
declare-patterns/ChainResponse/N180.pltl declare-patterns ChainResponse 0.015 SAT 0.021 SAT 0.020 SAT 0.078 SAT 0.088 SAT
declare-patterns/ChainResponse/N320.pltl declare-patterns ChainResponse 0.035 SAT 0.020 SAT 0.020 SAT 0.079 SAT 0.092 SAT
declare-patterns/ChainResponse/N90.pltl declare-patterns ChainResponse 0.007 SAT 0.020 SAT 0.020 SAT 0.076 SAT 0.085 SAT
declare-patterns/ChainResponse/N390.pltl declare-patterns ChainResponse 0.048 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.095 SAT
declare-patterns/ChainResponse/N860.pltl declare-patterns ChainResponse 0.199 SAT 0.020 SAT 0.020 SAT 0.105 SAT 0.108 SAT
declare-patterns/ChainResponse/N70.pltl declare-patterns ChainResponse 0.007 SAT 0.020 SAT 0.020 SAT 0.076 SAT 0.085 SAT
declare-patterns/ChainResponse/N900.pltl declare-patterns ChainResponse 0.216 SAT 0.020 SAT 0.021 SAT 0.107 SAT 0.110 SAT
declare-patterns/ChainResponse/N350.pltl declare-patterns ChainResponse 0.039 SAT 0.020 SAT 0.020 SAT 0.081 SAT 0.094 SAT
declare-patterns/ChainResponse/N890.pltl declare-patterns ChainResponse 0.214 SAT 0.020 SAT 0.021 SAT 0.104 SAT 0.109 SAT
declare-patterns/ChainResponse/N940.pltl declare-patterns ChainResponse 0.236 SAT 0.020 SAT 0.021 SAT 0.108 SAT 0.110 SAT
declare-patterns/ChainResponse/N670.pltl declare-patterns ChainResponse 0.125 SAT 0.020 SAT 0.020 SAT 0.094 SAT 0.103 SAT
declare-patterns/ChainResponse/N990.pltl declare-patterns ChainResponse 0.265 SAT 0.020 SAT 0.020 SAT 0.110 SAT 0.111 SAT
declare-patterns/ChainResponse/N10.pltl declare-patterns ChainResponse 0.005 SAT 0.020 SAT 0.021 SAT 0.075 SAT 0.083 SAT
declare-patterns/ChainResponse/N480.pltl declare-patterns ChainResponse 0.068 SAT 0.021 SAT 0.020 SAT 0.084 SAT 0.098 SAT
declare-patterns/ChainResponse/N980.pltl declare-patterns ChainResponse 0.256 SAT 0.021 SAT 0.021 SAT 0.106 SAT 0.111 SAT
declare-patterns/ChainResponse/N590.pltl declare-patterns ChainResponse 0.100 SAT 0.020 SAT 0.020 SAT 0.091 SAT 0.100 SAT
declare-patterns/ChainResponse/N680.pltl declare-patterns ChainResponse 0.131 SAT 0.020 SAT 0.020 SAT 0.095 SAT 0.103 SAT
declare-patterns/ChainResponse/N380.pltl declare-patterns ChainResponse 0.048 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.094 SAT
declare-patterns/ChainResponse/N80.pltl declare-patterns ChainResponse 0.007 SAT 0.020 SAT 0.020 SAT 0.079 SAT 0.086 SAT
declare-patterns/ChainResponse/N530.pltl declare-patterns ChainResponse 0.082 SAT 0.020 SAT 0.020 SAT 0.090 SAT 0.099 SAT
declare-patterns/ChainResponse/N190.pltl declare-patterns ChainResponse 0.016 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.089 SAT
declare-patterns/ChainResponse/N760.pltl declare-patterns ChainResponse 0.160 SAT 0.021 SAT 0.021 SAT 0.095 SAT 0.107 SAT
declare-patterns/ChainResponse/N920.pltl declare-patterns ChainResponse 0.231 SAT 0.021 SAT 0.021 SAT 0.109 SAT 0.109 SAT
declare-patterns/ChainResponse/N490.pltl declare-patterns ChainResponse 0.071 SAT 0.020 SAT 0.020 SAT 0.084 SAT 0.097 SAT
declare-patterns/ChainResponse/N280.pltl declare-patterns ChainResponse 0.027 SAT 0.020 SAT 0.020 SAT 0.080 SAT 0.090 SAT
declare-patterns/ChainResponse/N270.pltl declare-patterns ChainResponse 0.026 SAT 0.020 SAT 0.020 SAT 0.081 SAT 0.091 SAT
declare-patterns/ChainResponse/N120.pltl declare-patterns ChainResponse 0.009 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.087 SAT
declare-patterns/ChainResponse/N700.pltl declare-patterns ChainResponse 0.137 SAT 0.020 SAT 0.020 SAT 0.092 SAT 0.105 SAT
declare-patterns/ChainResponse/N520.pltl declare-patterns ChainResponse 0.080 SAT 0.020 SAT 0.021 SAT 0.090 SAT 0.099 SAT
declare-patterns/ChainResponse/N810.pltl declare-patterns ChainResponse 0.182 SAT 0.021 SAT 0.020 SAT 0.100 SAT 0.107 SAT
declare-patterns/ChainResponse/N460.pltl declare-patterns ChainResponse 0.064 SAT 0.020 SAT 0.020 SAT 0.085 SAT 0.096 SAT
declare-patterns/ChainResponse/N560.pltl declare-patterns ChainResponse 0.090 SAT 0.020 SAT 0.020 SAT 0.088 SAT 0.099 SAT
declare-patterns/ChainResponse/N170.pltl declare-patterns ChainResponse 0.014 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.088 SAT
declare-patterns/ChainResponse/N100.pltl declare-patterns ChainResponse 0.009 SAT 0.020 SAT 0.020 SAT 0.082 SAT 0.086 SAT
declare-patterns/ChainResponse/N290.pltl declare-patterns ChainResponse 0.030 SAT 0.020 SAT 0.020 SAT 0.081 SAT 0.091 SAT
declare-patterns/ChainResponse/N340.pltl declare-patterns ChainResponse 0.037 SAT 0.021 SAT 0.020 SAT 0.082 SAT 0.094 SAT
declare-patterns/ChainResponse/N790.pltl declare-patterns ChainResponse 0.170 SAT 0.021 SAT 0.021 SAT 0.095 SAT 0.106 SAT
declare-patterns/ChainResponse/N510.pltl declare-patterns ChainResponse 0.076 SAT 0.020 SAT 0.020 SAT 0.089 SAT 0.098 SAT
declare-patterns/ChainResponse/N260.pltl declare-patterns ChainResponse 0.025 SAT 0.020 SAT 0.020 SAT 0.083 SAT 0.091 SAT
declare-patterns/ChainResponse/N930.pltl declare-patterns ChainResponse 0.229 SAT 0.021 SAT 0.021 SAT 0.108 SAT 0.111 SAT
