formula type family aaltaf/finite aaltaf/finite:result black/semidec black/semidec:result black/finite black/finite:result ltl2sat/default ltl2sat/default:result ltlf2asp/default ltlf2asp/default:result
declare-models/cm10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cm10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 141.641 SAT 0.310 SAT 0.877 SAT 2.568 SAT 0.478 SAT
declare-models/cm7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cm7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.317 SAT 1.145 SAT 2.542 SAT 0.502 SAT
declare-models/cm5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cm5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 116.146 SAT 0.343 SAT 0.856 SAT 2.916 SAT 0.528 SAT
declare-models/ORI7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ORI7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.317 SAT 1.008 SAT 2.646 SAT 0.493 SAT
declare-models/groupedFollowsa7.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsa7.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.032 SAT 0.034 SAT 0.040 SAT 0.189 SAT 0.116 SAT
declare-models/cp7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cp7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 127.325 SAT 0.275 SAT 0.869 SAT 2.412 SAT 0.426 SAT
declare-models/prEm6.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models prEm6.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl err(1) err 215.203 SAT 79.282 err err(1) err 33.598 SAT
declare-models/groupedFollowsherbstFig6p36.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsherbstFig6p36.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.719 SAT 0.086 SAT 0.177 SAT 0.669 SAT 0.182 SAT
declare-models/groupedFollowsa6nfc.mxml.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsa6nfc.mxml.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.040 SAT 0.035 SAT 0.047 SAT 0.183 SAT 0.113 SAT
declare-models/cf2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cf2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 154.863 SAT 0.387 SAT 1.273 SAT 2.572 SAT 0.491 SAT
declare-models/pm7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models pm7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.327 SAT 1.065 SAT 2.600 SAT 0.509 SAT
declare-models/IOR2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models IOR2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.378 SAT 1.077 SAT 2.619 SAT 0.506 SAT
declare-models/driversLicense.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models driversLicense.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.051 SAT 0.040 SAT 0.057 SAT 0.202 SAT 0.117 SAT
declare-models/re2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models re2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 44.678 SAT 0.255 SAT 0.507 SAT 2.566 SAT 0.431 SAT
declare-models/fr7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models fr7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.308 SAT 0.694 SAT 2.474 SAT 0.469 SAT
declare-models/cb5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cb5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 80.498 SAT 0.337 SAT 0.841 SAT 2.775 SAT 0.482 SAT
declare-models/fr2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models fr2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.308 SAT 1.389 SAT 2.589 SAT 0.498 SAT
declare-models/gzippedxmlXESeventlog.xes_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models gzippedxmlXESeventlog.xes_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 3.802 SAT 57.664 SAT timeout err 4.544 SAT
declare-models/cp2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cp2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.313 SAT 0.783 SAT 2.813 SAT 0.480 SAT
declare-models/groupedFollowsl2l.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsl2l.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.016 SAT 0.030 SAT 0.035 SAT 0.163 SAT 0.109 SAT
declare-models/pl7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models pl7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.330 SAT 0.851 SAT 2.333 SAT 0.473 SAT
declare-models/cd5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cd5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.352 SAT 1.287 SAT 3.156 SAT 0.520 SAT
declare-models/a10skip declare-models a10skipdeclare-models/groupedFollowsa5.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsa5.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.033 SAT 0.035 SAT 0.043 SAT 0.193 SAT 0.115 SAT
declare-models/cd7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cd7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.040 SAT 0.033 SAT 0.030 SAT 0.131 SAT 0.155 SAT
declare-models/groupedFollowsl1l.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsl1l.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.011 SAT 0.025 SAT 0.028 SAT 0.143 SAT 0.104 SAT
declare-models/cf10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cf10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 69.150 SAT 0.328 SAT 1.473 SAT 2.613 SAT 0.490 SAT
declare-models/RIO10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models RIO10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl 133.211 SAT 0.287 SAT 1.097 SAT 2.457 SAT 0.456 SAT
declare-models/prCm6.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models prCm6.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.750 SAT 0.060 SAT 0.060 SAT 0.213 SAT 0.295 SAT
declare-models/ETM_Configuration3.xes.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ETM_Configuration3.xes.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.008 SAT 0.023 SAT 0.025 SAT 0.113 SAT 0.095 SAT
declare-models/ORI10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ORI10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.305 SAT 1.455 SAT 2.461 SAT 0.473 SAT
declare-models/2000-scene1.xes_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models 2000-scene1.xes_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 16.318 SAT 206.568 err err(1) err 13.717 SAT
declare-models/re7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models re7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 25.088 SAT 0.236 SAT 0.517 SAT 2.235 SAT 0.427 SAT
declare-models/pl10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models pl10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 144.188 SAT 0.363 SAT 1.056 SAT 2.880 SAT 0.501 SAT
declare-models/groupedFollowsHerbstFig3p4.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsHerbstFig3p4.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.585 SAT 0.068 SAT 0.108 SAT 0.697 SAT 0.170 SAT
declare-models/groupedFollowsa12.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsa12.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.061 SAT 0.041 SAT 0.053 SAT 0.229 SAT 0.125 SAT
declare-models/rp10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models rp10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.375 SAT 0.833 SAT 3.016 SAT 0.541 SAT
declare-models/IOR10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models IOR10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.382 SAT 0.913 SAT 3.095 SAT 0.530 SAT
declare-models/ROI5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ROI5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl 133.218 SAT 0.317 SAT 0.743 SAT 2.712 SAT 0.463 SAT
declare-models/lp7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models lp7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 77.196 SAT 0.379 SAT 0.901 SAT 2.761 SAT 0.480 SAT
declare-models/rp7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models rp7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.322 SAT 0.866 SAT 2.535 SAT 0.502 SAT
declare-models/groupedFollowsbn1.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsbn1.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 15.995 SAT 201.969 err timeout err 10.677 SAT
declare-models/groupedFollowsherbstFig6p18.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsherbstFig6p18.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.028 SAT 0.033 SAT 0.042 SAT 0.170 SAT 0.110 SAT
declare-models/groupedFollowsal2.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsal2.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.876 SAT 0.067 SAT 0.108 SAT 0.669 SAT 0.168 SAT
declare-models/IRO7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models IRO7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.379 SAT 0.752 SAT 2.957 SAT 0.530 SAT
declare-models/pl2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models pl2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.331 SAT 1.391 SAT 2.409 SAT 0.486 SAT
declare-models/rp2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models rp2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.326 SAT 1.107 SAT 2.614 SAT 0.482 SAT
declare-models/groupedFollowschoice.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowschoice.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.072 SAT 0.042 SAT 0.059 SAT 0.221 SAT 0.122 SAT
declare-models/Artificial_structured_control-flow_event_log_of_30 declare-models Artificial_structured_control-flow_event_log_of_30declare-models/cp5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cp5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 105.210 SAT 0.313 SAT 0.777 SAT 3.016 SAT 0.501 SAT
declare-models/groupedFollowsl1lSkip.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsl1lSkip.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.032 SAT 0.032 SAT 0.038 SAT 0.179 SAT 0.111 SAT
declare-models/IRO10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models IRO10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.375 SAT 0.759 SAT 2.997 SAT 0.551 SAT
declare-models/prBm6.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models prBm6.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl 4.988 SAT 0.451 SAT 0.646 SAT 3.479 SAT 0.899 SAT
declare-models/re5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models re5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 36.561 SAT 0.234 SAT 0.542 SAT 2.196 SAT 0.420 SAT
declare-models/groupedFollowsl2lSkip.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsl2lSkip.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.028 SAT 0.034 SAT 0.043 SAT 0.172 SAT 0.110 SAT
declare-models/cd2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cd2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.041 SAT 0.032 SAT 0.031 SAT 0.134 SAT 0.157 SAT
declare-models/pr-11-14-1904-A14_01.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models pr-11-14-1904-A14_01.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl 1.149 SAT 0.167 SAT 0.261 SAT 0.947 SAT 0.331 SAT
declare-models/pm10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models pm10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 145.681 SAT 0.299 SAT 0.796 SAT 2.592 SAT 0.459 SAT
declare-models/prAm6.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models prAm6.mxml.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl 6.554 SAT 0.491 SAT 0.699 SAT 4.110 SAT 1.100 SAT
declare-models/ETM_Configuration2.xes.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ETM_Configuration2.xes.gz_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.019 SAT 0.033 SAT 0.037 SAT 0.169 SAT 0.113 SAT
declare-models/IRO5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models IRO5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.350 SAT 0.693 SAT 2.727 SAT 0.504 SAT
declare-models/ROI10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ROI10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.297 SAT 0.745 SAT 2.268 SAT 0.435 SAT
declare-models/IOR7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models IOR7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.349 SAT 0.854 SAT 2.584 SAT 0.489 SAT
declare-models/re10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models re10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 74.393 SAT 0.308 SAT 0.718 SAT 2.529 SAT 0.441 SAT
declare-models/lp10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models lp10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 66.083 SAT 0.348 SAT 0.821 SAT 2.744 SAT 0.461 SAT
declare-models/cf5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cf5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.373 SAT 0.988 SAT 2.882 SAT 0.501 SAT
declare-models/cb2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cb2.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.316 SAT 0.741 SAT 2.504 SAT 0.495 SAT
declare-models/ROI7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ROI7.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.272 SAT 0.597 SAT 2.266 SAT 0.407 SAT
declare-models/ROI2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ROI2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl 114.688 SAT 0.281 SAT 0.791 SAT 2.157 SAT 0.430 SAT
declare-models/fr5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models fr5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl 181.553 SAT 0.333 SAT 0.936 SAT 2.740 SAT 0.475 SAT
declare-models/pm2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models pm2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl 167.367 SAT 0.293 SAT 0.787 SAT 2.384 SAT 0.479 SAT
declare-models/RIO5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models RIO5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.337 SAT 1.094 SAT 2.916 SAT 0.488 SAT
declare-models/groupedFollowsbn3.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsbn3.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 8.106 SAT timeout err 245.844 SAT 6.054 SAT
declare-models/groupedFollowsherbstFig6p41.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsherbstFig6p41.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 2.715 SAT 0.106 SAT 0.307 SAT 1.103 SAT 0.214 SAT
declare-models/groupedFollowsl2lOptional.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsl2lOptional.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.011 SAT 0.027 SAT 0.029 SAT 0.146 SAT 0.103 SAT
declare-models/cp10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cp10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 138.857 SAT 0.322 SAT 0.776 SAT 3.011 SAT 0.512 SAT
declare-models/groupedFollowsherbstFig6p45.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsherbstFig6p45.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.163 SAT 0.045 SAT 0.061 SAT 0.232 SAT 0.127 SAT
declare-models/ORI2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ORI2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.360 SAT 1.001 SAT 2.925 SAT 0.543 SAT
declare-models/cf7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cf7.5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.346 SAT 1.699 SAT 2.382 SAT 0.482 SAT
declare-models/OIR10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models OIR10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.307 SAT 0.619 SAT 2.782 SAT 0.483 SAT
declare-models/rp5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models rp5k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.378 SAT 0.873 SAT 3.102 SAT 0.543 SAT
declare-models/OIR2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models OIR2.5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.308 SAT 0.621 SAT 2.780 SAT 0.496 SAT
declare-models/ORI5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models ORI5k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.354 SAT 0.968 SAT 2.780 SAT 0.501 SAT
declare-models/fr10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models fr10k.MXML_Run_1_Alpha_0_Apriori_100-LTL.pltl memout err 0.318 SAT 0.740 SAT 2.537 SAT 0.448 SAT
declare-models/cd10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models cd10k.mxml_Run_1_Alpha_0_Apriori_100-LTL.pltl 87.715 SAT 0.295 SAT 0.684 SAT 2.696 SAT 0.509 SAT
declare-models/groupedFollowsal1.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsal1.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.056 SAT 0.039 SAT 0.049 SAT 0.213 SAT 0.118 SAT
declare-models/groupedFollowsa8.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsa8.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.019 SAT 0.032 SAT 0.037 SAT 0.183 SAT 0.114 SAT
declare-models/groupedFollowsa5.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl declare-models groupedFollowsa5.xml_Run_1_Alpha_0_Apriori_100-LTL.pltl 0.031 SAT 0.032 SAT 0.040 SAT 0.183 SAT 0.110 SAT
